﻿Type dépense;Mission;Numéro programme;Programme;Code action (si crédit budgétaire);Action (si crédit budgétaire);Affectataire (si taxe affectée);Impôt (si dépense fiscale);Code dépense;Libellé;Atténuation climat;Adaptation climat;Eau;Déchets;Pollutions;Biodiversité;Cotation globale;% 2024 (si différent de 100);% 2025 (si différent de 100);% 2026 (si différent de 100);Catégorie générale;"Exécution 2024
(CP)";"LFI 2025
(CP)
(ou prévision 2025 si dépense fiscale)";"PLF 2026
(CP)
(ou prévision 2026 si dépense fiscale)";"Dépenses fiscales : "" ε "" montant inférieur à 0,5 M€, "" nc "" montant non calculé en prévision 2026"
Crédits budgétaires;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;150-02;Formation initiale et continue de niveau master;;;150-02;Formation initiale et continue de niveau master;0;0;0;0;0;0;Neutre;;;;Éducation;2697448467.5199995;2786072943.0;2803060767.0;
Crédits budgétaires;Sécurités;152;Gendarmerie nationale;152-01;Ordre et sécurité publics;;;152-01-02;Ordre et sécurité publics -  administration centrale et cabinet;0;0;0;0;0;0;Neutre;;;;Régalien;16833947.48;16699202.0;17533465.0;
Crédits budgétaires;Cohésion des territoires;162;Interventions territoriales de l'État;162-08;Volet territorialisé du plan national d'action chlordécone;;;162-08;Volet territorialisé du plan national d'action chlordécone;0;0;0;0;0;0;Neutre;;;;Neutre - autres;6028719.93;4084102.0;4084102.0;
Crédits budgétaires;Cohésion des territoires;162;Interventions territoriales de l'État;162-12;Service d'incendie et de secours à Wallis-et-Futuna;;;162-12;Service d'incendie et de secours à Wallis-et-Futuna;2;2;2;2;2;2;Favorable;;;;Ressources naturelles;1882998.42;2049674.0;2049674.0;
Crédits budgétaires;Monde combattant, mémoire et liens avec la Nation;169;Liens entre la Nation et son armée;169-03;Reconnaissance envers le monde combattant;;;169-03-33;Indemnités, pécules et frais de voyages sur les tombes;0;0;0;0;0;0;Neutre;;;;Régalien;50000.0;50000.0;50000.0;
Crédits budgétaires;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;172-17;Recherches scientifiques et technologiques dans le domaine de l'énergie;;;172-17;Recherches scientifiques et technologiques dans le domaine de l'énergie;2;2;0;2;0;0;Favorable;;;;Autres;775149117.72;897478759.0;880684688.0;
Crédits budgétaires;Défense;178;Préparation et emploi des forces;178-02;Préparation des forces terrestres;;;178-02-12;Numérique opérationnel terrestre;;;;;;;NC;;;;Non coté - autres;;;43700000.0;
Crédits budgétaires;Défense;178;Préparation et emploi des forces;178-06;Surcoûts liés aux opérations extérieures;;;178-06;Surcoûts liés aux opérations extérieures;0;0;0;0;0;0;Neutre;;;;Régalien;356066299.65999997;570000000.0;870000000.0;
Crédits budgétaires;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190-14;Recherche et développement dans le domaine de l'aéronautique civile;;;190-14-03;Equipementier;1;0;0;0;1;0;Favorable;;;;Transports;;19163511.0;;
Crédits budgétaires;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;203-41;Ferroviaire;;;203-41;Ferroviaire;2;0;0;0;2;0;Favorable;;;;Transports;2962593343.63;3068490744.0;3223093903.0;
Crédits budgétaires;Aide publique au développement;209;Solidarité à l'égard des pays en développement;209-07;Coopération communautaire;;;209-07;Coopération communautaire - part climat 11%;2;2;2;2;2;2;Favorable;0.1157;0.1157;0.1157;Action extérieure;30694625.715;16672909.3934;14426497.631;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-10;Restructurations;;;212-10;Restructurations;0;0;0;0;0;0;Neutre;;;;Régalien;12370661.81;8948728.0;10263244.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;;;212-67-01;Cabinet du Ministre des armées - Cabinet du ministre délégué auprès du Ministre des armées - sous-direction des cabinets;0;0;0;0;0;0;Neutre;;;;Régalien;33008732.71;33306835.0;29065223.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;;;212-67-07;Direction de la Protection des Installations, moyens et activités de la Défense;0;0;0;0;0;0;Neutre;;;;Régalien;3404313.4200000004;3980201.0;3876299.0;
Crédits budgétaires;Enseignement scolaire;230;Vie de l'élève;230-03;Inclusion scolaire des élèves en situation de handicap;;;230-03;Inclusion scolaire des élèves en situation de handicap;0;0;0;0;0;0;Neutre;;;;Éducation;2922136416.8499994;3008767211.0;3110815608.0;
Crédits budgétaires;Direction de l'action du Gouvernement;308;Protection des droits et libertés;308-06;Autres autorités indépendantes;;;308-06-03;Commission nationale consultative des droits de l'homme;0;0;0;0;0;0;Neutre;;;;Neutre - autres;1196928.33;1439980.0;2047426.0;
Crédits budgétaires;Transformation et fonction publiques;348;Performance et résilience des bâtiments de l’État et de ses opérateurs;348-11;Etudes;;;348-11;Etudes;2;2;0;0;0;0;Favorable;;;;Bâtiments;16623159.33;24452184.0;17605854.0;
Crédits budgétaires;Investir pour la France de 2030;421;Soutien des progrès de l'enseignement et de la recherche;421-02;Programmes prioritaires de recherche;;;421-02;Programmes prioritaires de recherche - part NC;;;;;;;NC;0.75;0.75;0.75;Non coté - autres;49500000.0;30000000.0;23250000.0;
Crédits budgétaires;Investir pour la France de 2030;425;Financement structurel des écosystèmes d’innovation;425-02;Aides à l'innovation « bottom-up » (subventions et prêts);;;425-02;Aides à l'innovation « bottom-up » - BPI NC;;;;;;;NC;;0;0.06872192856465802;Non coté - autres;;;44481464.025031924;
Crédits budgétaires;Investir pour la France de 2030;425;Financement structurel des écosystèmes d’innovation;425-02;Aides à l'innovation « bottom-up » (subventions et prêts);;;425-02;Aides à l'innovation « bottom-up » - CDC neutre;0;0;0;0;0;0;Neutre;;0.03235547886108714;;Neutre - autres;24000000.0;15000000.0;;
Crédits budgétaires;Contrôle de la circulation et du stationnement routiers;751;Structures et dispositifs de sécurité routière;751-04;Système d'information Education routière et permis de conduire;;;751-04;Système d'information Education routière et permis de conduire;;;;;;;NC;;;;Non coté - autres;46598957.83;37700000.0;37700000.0;
Crédits budgétaires;Contrôle de la circulation et du stationnement routiers;754;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;754-01;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;;;754-01;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;;;;;;;NC;;;;Collectivités;735665421.66;776777533.0;806735047.0;
Crédits budgétaires;Recherche et enseignement supérieur;231;Vie étudiante;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;-138121.38999999998;;;
Crédits budgétaires;Justice;101;Accès au droit et à la justice;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Régalien;-24358.56;;;
Crédits budgétaires;Audiovisuel public;376;Institut national de l'audiovisuel;MP/MT - LFI 2025;MP/MT - Mesure de périmètre/transfert - LFI 2025;;;MP/MT - LFI 2025;MP/MT - Mesure de périmètre/transfert - LFI 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-104961144.0;;;
Crédits budgétaires;Défense;178;Préparation et emploi des forces;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Régalien;-1363277.0;;;
Crédits budgétaires;Audiovisuel public;383;Programme de transformation;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;69000000.0;;;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;-160488451.36;-280502689.0;-287687713.0;
Crédits budgétaires;Publications officielles et information administrative;624;Pilotage et ressources humaines;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Régalien;-3668725.55;-3981298.0;-3942815.0;
Taxes affectées plafonnées;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;;;Agence de financement des infrastructures de transport de France (AFITF);;AFF18;Taxes affectées à l'Agence de financement des infrastructures de transport de France (AFITF) - Régénération et modernisation des lignes ferroviaires et du matériel roulant;2;0;0;0;2;0;Favorable;0.1186850874328622;0.06559715669406542;0.06559715669406542;Transports;352432873.083457;167778501.68006337;193978855.87483805;
Taxes affectées plafonnées;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;;;Agence de financement des infrastructures de transport de France (AFITF);;AFF18;AFITF Maritime;0;0;0;0;0;0;Neutre;0.01458147198810054;0.015378163203074868;0.015378163203074868;Neutre - autres;43299374.6536122;39332881.344791725;45475118.95220412;
Taxes affectées plafonnées;Santé;204;Prévention, sécurité sanitaire et offre de soins;;;Agence nationale de santé publique (ANSP);;AFF92-TA14;Taxe sur les paris et les jeux;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;400000.0;400000.0;400000.0;
Taxes affectées plafonnées;Justice;310;Conduite et pilotage de la politique de la justice;;;Haut conseil du commissariat aux comptes (H3C);;AFF170-TA39;Cotisation commissaires au comptes assise sur le montant total des honoraires qu'ils ont facturés au cours de l'année civile précédente aux entités d'intérêt public dont ils certifient les comptes;0;0;0;0;0;0;Neutre;;;;Régalien;19400000.0;18060000.0;18060000.0;
Taxes affectées plafonnées;Administration générale et territoriale de l'État;354;Administration territoriale de l'État;;;Agence nationale des titres sécurisés (ANTS);;AFF41-TA55;Droit de timbre CNI;0;0;0;0;0;0;Neutre;;;;Régalien;12000000.0;12000000.0;12000000.0;
Dépenses fiscales;Outre-mer;123;Conditions de vie outre-mer;;;;Impôt sur le revenu;110256;Réduction d'impôt au titre des investissements effectués dans le secteur du logement social dans les collectivités d'outre-mer et en Nouvelle-Calédonie - part artificialisante 20%;-1;0;0;0;0;-1;Défavorable;0.2;0.2;0.2;Bâtiments;3000000.0;2400000.0;2400000.0;
Dépenses fiscales;Culture;131;Création;;;;Impôt sur le revenu;160406;Abattement de 50 % sur le bénéfice imposable des jeunes artistes de la création plastique;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;1000000.0;1000000.0;1000000.0;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Impôt sur les sociétés;300204;Exonération d'impôt sur les sociétés de la valeur nette de l'avantage en nature consenti par les personnes morales qui ont pour objet de transférer gratuitement à leurs membres la jouissance d'un bien meuble ou immeuble;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Cohésion des territoires;112;Impulsion et coordination de la politique d'aménagement du territoire;;;;Droits d'enregistrement et de timbre;520126;Exonération partielle de droits de mutation à titre gratuit des immeubles et droits immobiliers, à concurrence de 50 % de leur valeur, à raison de la première transmission à titre gratuit postérieure à la reconstitution des titres de propriété y afférents et régulièrement constatés entre le 1er octobre 2014 et la 31 décembre 2027;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Accise sur les énergies;830204;Tarif réduit (remboursement) pour le gaz naturel et le méthane utilisés pour les travaux agricoles et forestiers;-1;0;0;0;-1;0;Défavorable;;;;Agriculture;5000000.0;9000000.0;8000000.0;
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Taxe sur la valeur ajoutée;730212;Taux de 10% applicable aux éléments constitutifs des aliments pour animaux producteurs de denrées alimentaires destinés à la consommation humaine, aux engrais, aux amendements calcaires et produits phytopharmaceutiques utilisables en agriculture biologique et aux matières fertilisantes ou supports de culture d'origine organique agricole;1;1;0;0;3;2;Favorable;;;;Agriculture;10000000.0;10000000.0;11000000.0;
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Impôt sur le revenu et impôt sur les sociétés;210329;Crédit d’impôt en faveur des entreprises agricoles qui n’utilisent pas de produits phytopharmaceutiques contenant la substance active du glyphosate au cours des années 2021 et 2022;0;0;0;0;3;2;Favorable;;;;Agriculture;167000000.0;75000000.0;;
Dépenses fiscales;Gestion des finances publiques;156;Gestion fiscale et financière de l'État et du secteur public local;;;;Impôt sur le revenu;110211;Réduction d'impôt pour frais de comptabilité et d'adhésion à un centre de gestion ou une association agréés;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;136000000.0;143000000.0;;
Dépenses fiscales;Sécurités;161;Sécurité civile;;;;Droits d'enregistrement et de timbre;520116;Exonération de droits de mutation des successions des sapeurs-pompiers décédés en opération de secours et des personnes décédées dans l’exercice de missions de sécurité civile;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;ε
Dépenses fiscales;Sport, jeunesse et vie associative;163;Jeunesse et vie associative;;;;Droits d'enregistrement et de timbre;520121;Exonération au bénéfice du donataire des dons ouvrant droit, pour le donateur, à la réduction d'impôt sur la fortune immobilière;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;110000000.0;110000000.0;110000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;;;;Impôts locaux;50111;Exonération des immeubles situés dans un bassin urbain à dynamiser (BUD) et rattachés à un établissement implanté dans un BUD pouvant bénéficier de l’exonération de CFE;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;ε
Dépenses fiscales;Médias, livre et industries culturelles;180;Presse et médias;;;;Impôt sur le revenu et impôt sur les sociétés;230403;Déduction spéciale prévue en faveur des entreprises de presse;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;1000000.0;1000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;;;;Accise sur les énergies;800222;Tarif réduit (remboursement) pour les gazoles utilisés comme carburant des véhicules de transport public collectif de voyageurs;2;0;0;0;2;0;Favorable;;;;Transports;183000000.0;183000000.0;183000000.0;
Dépenses fiscales;Sport, jeunesse et vie associative;219;Sport;;;;Impôt sur le revenu;160205;Exonération, dans la limite de 14,5 % d'un plafond révisable chaque année, des sommes perçues par les arbitres et juges sportifs;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;7000000.0;7000000.0;7000000.0;
Dépenses fiscales;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;;;;Impôt sur le revenu;120202;Exonération des prestations familiales et de l'allocation aux adultes handicapés;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;1503000000.0;1558000000.0;1558000000.0;
